Home_Team,Away_Team,Home_ppp,Away_ppp,Division
Western New Eng.,Trinity (CT),0.95,1.0,3.0
Penn St.-Behrend,Baldwin Wallace,1.14,1.43,3.0
Hunter,SUNY New Paltz,0.89,1.33,3.0
WPI,Fitchburg St.,1.21,0.89,3.0
Buffalo St.,Houghton,1.56,1.6,3.0
Marywood,Wilkes,0.97,1.14,3.0
Clark (MA),Husson,1.01,0.86,3.0
Manhattanville,York (NY),0.94,0.86,
Capital,Ohio Wesleyan,1.1,1.22,3.0
Johns Hopkins,Eastern,1.03,1.08,3.0
VTSU Castleton,Colby-Sawyer,0.95,0.77,
Guilford,William Peace,1.79,1.02,3.0
Marymount (VA),Catholic,1.13,1.18,3.0
Oglethorpe,Asbury,0.85,0.84,
St. John Fisher,Union (NY),0.85,0.84,3.0
Nazareth,Oswego St.,0.96,1.43,3.0
Concordia Wisconsin,Wis. Lutheran,0.8,1.23,3.0
UC Santa Cruz,Menlo,0.72,1.09,3.0
Carthage,Ripon,1.17,1.02,3.0
Army West Point,SUNY Maritime,1.44,0.98,3.0
Gallaudet,St. Mary's (MD),0.97,0.76,
WestConn,CCNY,0.92,0.97,3.0
Shenandoah,Hood,1.29,1.16,3.0
Penn St.-Abington,Lancaster Bible,0.93,1.29,3.0
Wilmington (OH),Muskingum,1.12,1.39,3.0
Salem St.,Gordon,1.15,0.9,
SUNY Delhi,SUNY Morrisville,0.77,1.03,3.0
Covenant,Berry,1.07,1.29,3.0
Tufts,MIT,1.05,0.89,3.0
Berea,Maryville (TN),1.47,1.39,3.0
Penn College,Penn St. Brandywine,0.93,1.01,
New England Col.,Lesley,1.09,1.09,3.0
Plymouth St.,Rivier,1.19,1.35,3.0
Cairn,Valley Forge,1.28,1.11,3.0
Keystone,Penn St. Harrisburg,1.21,1.2,3.0
Waynesburg,Bethany (WV),1.23,1.13,3.0
Regis (MA),Framingham St.,0.91,0.82,
Alfred,Hilbert,1.09,0.93,3.0
Denison,Otterbein,0.89,0.65,3.0
Widener,Swarthmore,1.06,1.12,3.0
Brooklyn,Merchant Marine,1.09,0.78,3.0
Bluffton,Kenyon,1.11,0.99,3.0
Gwynedd Mercy,Juniata,0.95,0.92,
Medgar Evers,St. Joseph's (Brkln),1.16,1.33,3.0
Westminster (PA),Grove City,0.83,1.01,3.0
Geneva,Thiel,1.22,0.95,3.0
Wm. Paterson,TCNJ,0.65,1.28,3.0
Bridgewater (VA),Mary Baldwin,1.48,0.98,3.0
Wilson,Notre Dame (MD),0.97,1.03,3.0
Saint Vincent,Franciscan,1.21,1.14,3.0
Rowan,Montclair St.,1.47,1.4,3.0
Southern Me.,Bates,1.06,1.29,
Spalding,Greenville,1.2,1.15,3.0
Me.-Farmington,St. Joseph's (ME),0.98,1.17,
Stockton,Kean,1.16,1.07,3.0
Connecticut Col.,Eastern Conn. St.,0.99,0.77,
Baruch,Stevens,0.91,1.19,3.0
New Jersey City,Ramapo,0.98,0.92,3.0
John Jay,Pratt,1.17,0.89,3.0
UW-River Falls,Concordia-M'head,1.06,0.92,3.0
St. Olaf,Wis.-Eau Claire,0.92,1.08,3.0
North Central (IL),Benedictine (IL),1.2,1.32,3.0
North Park,Anderson (IN),0.91,0.81,3.0
Elmhurst,Saint Mary's (MN),1.21,0.97,3.0
Wis.-Oshkosh,Edgewood,1.05,0.79,3.0
Wis.-Stevens Point,Northland,1.09,0.81,3.0
Macalester,Wis.-Stout,1.28,1.02,3.0
Wheaton (IL),Hope,0.55,1.27,3.0
Wis.-Parkside,Concordia Chicago,1.43,0.94,3.0
Carroll (WI),MSOE,1.16,1.28,3.0
Wis.-Platteville,Augustana (IL),1.44,0.76,3.0
St. Norbert,Lakeland,1.3,1.1,3.0
A&M-Corpus Christi,Texas Lutheran,1.49,0.65,3.0
Sarah Lawrence,Lehman,1.0,0.85,3.0
Bryn Athyn,Penn St.-Berks,0.99,0.97,3.0
Franklin & Marshall,Goucher,1.12,0.79,3.0
Hobart,Rochester (NY),1.08,1.0,3.0
Saint Elizabeth,Rosemont,0.89,0.9,3.0
Rutgers-Newark,Rutgers-Camden,1.11,0.8,3.0
Wash. & Jeff.,Chatham,1.01,0.99,3.0
Henderson St.,Hendrix,1.46,1.06,3.0
Blackburn,Eureka,0.91,1.17,3.0
Monmouth (IL),Dubuque,1.1,1.25,3.0
Hamline,North Central (MN),1.26,1.36,3.0
Luther,Wartburg,1.18,1.37,3.0
Simpson,Central (IA),1.32,1.61,3.0
Loras,Coe,1.31,1.03,3.0
Fontbonne,Principia,1.16,0.88,3.0
Webster,Westminster (MO),1.17,0.8,3.0
Franklin,Knox,1.39,1.15,3.0
Claremont-M-S,La Verne,0.69,0.54,
Linfield,Redlands,1.17,1.52,3.0
Warren Wilson,Ferrum,1.17,1.68,3.0
Centenary (NJ),Delaware Valley,1.09,1.12,3.0
Babson,Albertus Magnus,0.8,0.66,
Mt. St. Joseph,Wittenberg,1.19,0.83,3.0
Princeton,Nazareth,1.68,0.91,3.0
Saint John's (MN),Wis.-La Crosse,1.01,1.14,3.0
Puget Sound,Hamilton,1.05,1.12,3.0
IIT,DePauw,1.23,1.29,3.0
Winthrop,Averett,1.52,0.96,3.0
Vermont,Plattsburgh St.,1.09,0.85,3.0
Beloit,Rockford,0.83,1.16,3.0
UChicago,Ill. Wesleyan,1.16,1.25,3.0
San Diego,Marian (WI),1.19,1.1,3.0
Lewis & Clark,Redlands,1.0,1.09,3.0
Claremont-M-S,Southwestern (TX),1.18,0.7,3.0
Central (IA),Concordia-M'head,1.2,1.02,3.0
Neb. Wesleyan,Northwestern-St. Paul,1.43,1.0,3.0
Pomona-Pitzer,Trinity (TX),1.04,1.07,3.0
Louisiana Tech,Southern U.,0.95,0.99,1.0
Sam Houston,Colgate,1.39,1.32,1.0
Seton Hall,Monmouth,0.94,1.17,1.0
Vermont,Northeastern,0.96,0.9,1.0
Notre Dame,Creighton,1.23,1.29,1.0
Green Bay,Campbell,0.96,1.04,1.0
Wisconsin,Chicago St.,1.24,0.78,1.0
Georgia Tech,Central Ark.,1.52,1.22,1.0
Marquette,Western Caro.,1.27,0.76,1.0
Southern Miss.,Milwaukee,1.25,1.23,1.0
Bowling Green,New Mexico St.,0.97,0.95,1.0
East Texas A&M,Purdue Fort Wayne,0.89,1.36,1.0
High Point,Pfeiffer,1.25,0.79,1.0
Miami (FL),Charleston So.,1.25,1.32,1.0
Coastal Carolina,USC Upstate,1.24,0.86,1.0
Ohio,Robert Morris,1.49,1.02,1.0
Indiana St.,Iona,1.34,1.29,1.0
Elon,Navy,1.05,0.95,1.0
LIU,Binghamton,1.0,1.07,1.0
Rider,Delaware,1.1,1.2,1.0
Howard,Mount St. Mary's,1.07,1.13,1.0
UNCW,App State,1.4,1.1,1.0
Louisiana,Nicholls,1.23,1.25,1.0
Montana St.,CSUN,1.06,1.01,1.0
Rutgers,Texas A&M,1.13,1.19,1.0
UTSA,Houston Christian,1.28,1.16,1.0
La Salle,Temple,1.51,1.36,1.0
Georgetown,UAlbany,1.69,0.9,1.0
ETSU,Austin Peay,1.29,0.94,1.0
Tarleton St.,Hofstra,1.02,0.98,1.0
Pepperdine,Weber St.,0.76,0.97,1.0
Lafayette,Niagara,0.94,0.75,1.0
A&M-Corpus Christi,Prairie View,2.16,1.43,1.0
Penn,Maine,1.38,1.14,1.0
UIC,Aurora,1.34,1.08,1.0
Utah,Eastern Wash.,1.4,1.27,1.0
Idaho,UC Riverside,1.38,0.94,1.0
St. John's (NY),Harvard,1.12,0.93,1.0
Bucknell,Siena,0.91,1.11,1.0
Youngstown St.,Bethany (WV),1.94,0.88,1.0
Northern Ky.,Bellarmine,1.47,1.16,1.0
Fla. Atlantic,FGCU,1.22,1.25,1.0
Kansas,Furman,1.43,0.92,1.0
Drake,Ga. Southern,1.15,0.85,1.0
UConn,UMES,1.57,0.7,1.0
UC San Diego,La Verne,1.6,0.33,1.0
Houston,San Diego St.,1.2,1.15,1.0
Georgia,Jacksonville,1.56,0.85,1.0
Rice,Arkansas St.,1.04,0.93,1.0
Lehigh,Marist,1.8,1.68,1.0
Eastern Mich.,Detroit Mercy,1.26,1.14,1.0
Wright St.,Air Force,1.31,0.94,1.0
Toledo,Oakland,0.93,1.51,1.0
Kennesaw St.,Kent St.,0.83,0.93,1.0
Pacific,Cal St. Fullerton,1.1,0.95,1.0
Omaha,Abilene Christian,1.02,1.35,1.0
Sacramento St.,Mercyhurst,0.97,1.06,1.0
Portland St.,Utah Tech,1.13,1.08,1.0
Western Ky.,Marshall,1.23,1.12,1.0
Alabama A&M,Lipscomb,0.61,1.24,1.0
Southeast Mo. St.,Kansas City,1.15,0.77,1.0
Southern Utah,CSU Bakersfield,1.16,1.0,1.0
Towson,UC Irvine,1.05,1.18,1.0
Alabama,Oregon,1.21,1.24,1.0
Stanford,Cal Poly,1.38,1.49,1.0
Oregon St.,UC Davis,1.48,0.98,1.0
Molloy,New Haven,1.05,1.08,2.0
Minnesota St.,Truman St.,1.69,1.08,2.0
Charleston (WV),Cedarville,1.33,1.48,2.0
Florida Tech,North Greenville,1.16,1.0,2.0
Augustana (SD),Jamestown,1.08,1.15,2.0
Bluefield St.,Davis & Elkins,1.18,1.32,2.0
Virginia Union,Augusta,1.04,1.14,2.0
Seton Hill,Glenville St.,0.93,0.88,
Embry-Riddle (FL),P.R.-Mayaguez,0.7,0.45,2.0
West Ala.,Webster,1.16,0.97,2.0
Felician,Pace,0.85,0.79,2.0
Slippery Rock,USC Beaufort,0.91,1.0,2.0
Central St. (OH),Edward Waters,1.18,1.3,2.0
Dominican (NY),Assumption,1.0,1.0,
Northern Mich.,Concordia Wisconsin,1.15,0.95,2.0
USC Aiken,Claflin,0.76,0.67,
Virginia St.,Fayetteville St.,1.37,1.11,2.0
Henderson St.,Christian Brothers,0.97,1.03,2.0
Angelo St.,Southern Ark.,1.13,1.03,2.0
DBU,Southern Nazarene,1.3,1.02,2.0
McKendree,Maryville (MO),1.45,1.29,2.0
Ill. Springfield,Mo.-St. Louis,1.08,1.17,2.0
Southwest Baptist,Lincoln (MO),1.39,0.96,2.0
Harding,Okla. Christian,1.48,1.32,2.0
Southeastern Okla.,Tex. A&M-Kingsville,1.25,1.28,2.0
Black Hills St.,Minot St.,0.94,1.04,2.0
Regis (CO),Saint Martin's,1.2,1.29,2.0
Coker,Limestone,1.53,1.14,2.0
Anderson (SC),Carson-Newman,1.35,1.4,2.0
Tusculum,Mars Hill,0.89,0.81,
Catawba,Lincoln Memorial,1.17,1.33,2.0
Barton,Erskine,1.28,1.18,2.0
Kentucky St.,Savannah St.,0.84,0.92,2.0
P.R.-Bayamon,Palm Beach Atl.,0.78,1.8,2.0
Kutztown,Wilmington (DE),1.42,1.31,2.0
Belmont Abbey,Southern Wesleyan,0.91,1.01,2.0
Lees-McRae,UNC Pembroke,1.03,1.32,2.0
Francis Marion,Young Harris,0.9,1.31,2.0
Rogers St.,Ozarks (AR),1.33,0.88,2.0
Vanguard,Seattle Pacific,1.48,1.0,2.0
Lane,Benedict,1.27,1.15,2.0
West Florida,Ga. Southwestern,1.01,0.96,2.0
Clark Atlanta,Saint Leo,1.06,0.96,2.0
Spring Hill,Fort Valley St.,1.45,1.22,2.0
Stanislaus St.,Cal St. Monterey Bay,1.29,1.13,2.0
CSUSB,Cal Poly Pomona,0.94,1.02,2.0
Cal State LA,Cal St. Dom. Hills,0.99,1.22,2.0
San Fran. St.,Cal St. East Bay,1.3,1.25,2.0
Sonoma St.,Cal St. San Marcos,1.14,0.95,2.0
South Dakota Mines,Mary,0.95,1.08,2.0
Okla. Baptist,Tex. A&M Int'l,1.14,1.21,2.0
Point Loma,Central Wash.,1.1,1.11,2.0
Fresno Pacific,UC Merced,0.87,1.17,2.0
Lenoir-Rhyne,UVA Wise,1.33,1.03,2.0
Chadron St.,Neb.-Kearney,1.19,0.94,2.0
Fla. Southern,Morehouse,1.03,0.84,2.0
Cal Poly Humboldt,Chico St.,0.94,1.04,2.0
LeMoyne-Owen,Allen,1.15,1.11,2.0
Alas. Anchorage,Newberry,1.25,1.24,2.0
Hawaii Pacific,Adelphi,1.09,0.89,2.0
Purchase,CCNY,0.75,1.0,3.0
Keene St.,MIT,1.23,0.83,3.0
Wilkes,Keystone,1.36,1.0,3.0
Grinnell,Greenville,1.2,0.87,3.0
IIT,North Central (IL),0.91,1.19,3.0
Wis.-Platteville,Heidelberg,1.53,1.32,3.0
High Point,Pfeiffer,1.25,0.79,3.0
Wesleyan (CT),Farmingdale St.,1.21,0.93,3.0
Colby-Sawyer,Framingham St.,0.9,1.05,3.0
Spalding,Centre,1.2,1.14,3.0
Wabash,Hiram,1.42,1.08,3.0
Waynesburg,Carlow,1.02,0.77,3.0
Pitt.-Greensburg,Geneva,1.28,1.07,3.0
Colby,Plattsburgh St.,1.6,1.18,3.0
St. Norbert,Wis.-Eau Claire,1.42,1.58,3.0
Colorado Col.,WashU,1.21,1.33,3.0
Saint Joseph (CT),Franklin & Marshall,1.66,1.94,
St. Joseph's (Brkln),Penn St.-Abington,0.94,0.9,3.0
Ohio Wesleyan,Trine,0.89,0.97,
Saint Vincent,Hood,1.24,1.1,3.0
Cairn,St. Joseph's (L.I.),1.48,0.94,3.0
Northern Mich.,Concordia Wisconsin,1.15,0.95,3.0
Concordia (TX),LeTourneau,1.07,1.48,3.0
Tufts,WPI,0.9,1.09,3.0
Dominican (IL),Wartburg,1.04,1.14,3.0
West Ala.,Webster,1.16,0.97,3.0
Carleton,UW-River Falls,1.31,1.22,3.0
Wheaton (IL),Manchester,1.13,1.29,3.0
Edgewood,Coe,1.0,1.02,3.0
Crown (MN),Luther,1.43,1.21,3.0
Augustana (IL),Hamline,0.97,0.93,3.0
Ripon,Wis.-Superior,1.04,0.73,3.0
Howard Payne,Dallas,1.23,1.17,3.0
Union (NY),VTSU Lyndon,1.67,1.04,3.0
Chris. Newport,Transylvania,0.84,0.53,
Central (IA),Northwestern-St. Paul,1.14,1.03,3.0
Rhodes,UChicago,0.83,1.14,3.0
Rockford,Eureka,1.25,0.95,3.0
Rogers St.,Ozarks (AR),1.33,0.88,3.0
Northland,Bethel (MN),0.6,1.16,3.0
North Park,Alma,1.21,0.82,3.0
Salisbury,Gallaudet,0.92,0.86,3.0
Millikin,Franklin,1.1,1.05,3.0
UIC,Aurora,1.34,1.08,3.0
Concordia Chicago,Elmhurst,1.26,0.9,3.0
Youngstown St.,Bethany (WV),1.94,0.88,3.0
Pomona-Pitzer,Southwestern (TX),0.98,0.93,
Neb. Wesleyan,Concordia-M'head,0.9,0.97,3.0
Wis.-Whitewater,Carthage,1.05,1.15,3.0
UC San Diego,La Verne,1.6,0.33,3.0
Wooster,Oberlin,1.3,1.13,3.0
Claremont-M-S,Trinity (TX),0.8,0.83,
Cal Lutheran,UC Santa Cruz,1.19,0.7,3.0
Maryland,Alcorn,1.45,0.96,1.0
Niagara,LIU,1.09,0.95,1.0
Navy,Maine,1.03,1.11,1.0
Massachusetts,NJIT,1.21,1.03,1.0
Central Conn. St.,UMass Lowell,1.05,1.02,1.0
Stony Brook,Norfolk St.,1.16,1.48,1.0
Iona,Rice,1.03,1.09,1.0
Tennessee St.,UNC Asheville,1.16,1.47,1.0
Kansas St.,Ark.-Pine Bluff,1.67,1.02,1.0
Saint Francis,Radford,1.08,1.22,1.0
Fairfield,FDU,1.24,1.17,1.0
Fordham,New Hampshire,1.14,0.72,1.0
Penn St.,Buffalo,1.45,1.08,1.0
Lafayette,Binghamton,1.19,1.17,1.0
Penn,Elon,0.84,1.08,1.0
Troy,Eastern Ky.,1.33,1.17,1.0
Minnesota,Bethune-Cookman,1.38,0.91,1.0
UCF,California Baptist,1.14,0.82,1.0
UAB,Middle Tenn.,1.11,1.23,1.0
Stonehill,Quinnipiac,1.37,1.08,1.0
Nebraska,North Florida,1.75,1.25,1.0
American,Notre Dame (MD),1.24,0.81,1.0
Oral Roberts,Missouri St.,1.06,1.14,1.0
Wofford,North Ala.,1.22,0.84,1.0
Boston U.,Sacred Heart,1.03,1.16,1.0
Hofstra,Arkansas St.,1.11,1.08,1.0
Xavier,South Carolina St.,0.93,0.89,1.0
Portland,Denver,1.08,1.22,1.0
Texas Southern,Texas St.,0.84,1.15,1.0
Central Mich.,Purdue Northwest,1.74,0.94,1.0
Indiana St.,Tarleton St.,1.7,1.18,1.0
San Francisco,Mercyhurst,1.33,0.93,1.0
Queens (NY),Georgian Court,0.88,0.95,2.0
Chowan,Augusta,1.57,1.48,2.0
Post,St. Anselm,1.14,1.6,2.0
Jefferson,Staten Island,0.9,0.86,2.0
Bridgeport,Bentley,0.91,1.26,2.0
Holy Family,East Stroudsburg,0.97,1.1,2.0
Wheeling,California (PA),1.06,1.14,2.0
Shippensburg,Bowie St.,1.07,1.09,2.0
Central Okla.,Texas-Dallas,1.33,0.9,2.0
Chaminade,Adelphi,1.04,1.05,2.0
Central Mich.,Purdue Northwest,1.74,0.94,2.0
Me.-Presque Isle,U New England,0.96,0.7,3.0
Sarah Lawrence,Ramapo,1.02,1.19,3.0
Brandeis,Babson,0.88,1.07,3.0
Trinity (CT),Yeshiva,1.27,0.59,3.0
Connecticut Col.,Roger Williams,0.78,0.6,
Endicott,Middlebury,0.91,1.14,3.0
VTSU Lyndon,Plattsburgh St.,0.96,1.23,3.0
Saint Joseph (CT),Transylvania,0.9,1.02,
UChicago,Colorado Col.,1.16,0.98,3.0
Thomas (ME),Bates,0.96,1.17,3.0
Capital,Trine,0.75,1.38,3.0
LaGrange,N.C. Wesleyan,0.86,1.02,3.0
Otterbein,Kenyon,1.25,1.05,3.0
Husson,Bowdoin,0.91,1.14,3.0
Rutgers-Newark,Stevens,1.33,1.28,3.0
WestConn,UMass Boston,0.95,0.83,
Hendrix,Austin,1.09,1.06,3.0
Penn St.-Altoona,Chatham,0.78,1.2,3.0
Rensselaer,SUNY Delhi,1.33,0.67,3.0
FDU-Florham,John Jay,0.83,0.77,3.0
Wis.-Platteville,Gustavus Adolphus,1.23,0.88,3.0
Wis.-Stevens Point,St. Olaf,1.07,0.72,3.0
Williams,Rhode Island Col.,0.85,0.93,
Penn St. Harrisburg,Alvernia,1.01,0.89,3.0
Chris. Newport,Franklin & Marshall,0.96,0.99,3.0
Union (NY),Colby,1.12,1.38,3.0
American,Notre Dame (MD),1.24,0.81,3.0
Rhodes,WashU,0.75,1.07,3.0
St. Joseph's (ME),Southern Me.,0.87,0.63,3.0
